nct_id,study_result
NCT00750373,success
NCT00750438,success
NCT00751114,success
NCT00751179,success
NCT00751348,success
NCT00751881,success
NCT00752089,success
NCT00752609,unknown
NCT00752622,success
NCT00752726,success
NCT00752791,unknown
NCT00752895,fail
NCT00752908,success
NCT00753506,fail
NCT00753545,success
NCT00753623,success
NCT00753688,success
NCT00753935,success
NCT00754065,success
NCT00754156,success
NCT00754377,success
NCT00754390,success
NCT00754442,success
NCT00754546,success
NCT00754559,success
NCT00754624,unknown
NCT00754741,fail
NCT00754845,success
NCT00755040,fail
NCT00755105,success
NCT00755131,success
NCT00755196,fail
NCT00755222,success
NCT00755326,success
NCT00755417,success
NCT00755755,success
NCT00755807,success
NCT00755846,success
NCT00755937,unknown
NCT00756002,success
NCT00756275,success
NCT00756613,fail
NCT00756938,fail
NCT00757237,success
NCT00757588,success
NCT00757822,fail
NCT00758043,unknown
NCT00758069,success
NCT00758264,unknown
NCT00758290,success
NCT00758394,success
NCT00758498,success
NCT00758563,success
NCT00758602,fail
NCT00758836,success
NCT00759031,success
NCT00759161,success
NCT00759174,success
NCT00759187,success
NCT00759356,unknown
NCT00759564,unknown
NCT00759681,success
NCT00759759,unknown
NCT00759772,success
NCT00759902,unknown
NCT00759915,unknown
NCT00759954,success
NCT00760214,success
NCT00760474,success
NCT00760513,fail
NCT00760747,fail
NCT00760877,fail
NCT00761085,unknown
NCT00761137,fail
NCT00761631,unknown
NCT00761657,success
NCT00761930,success
NCT00761969,success
NCT00762034,fail
NCT00762073,success
NCT00762177,success
NCT00762268,fail
NCT00762307,unknown
NCT00762359,success
NCT00762372,unknown
NCT00762385,unknown
NCT00762411,fail
NCT00762450,success
NCT00762463,success
NCT00762476,fail
NCT00762515,success
NCT00762528,success
NCT00762619,success
NCT00762762,success
NCT00762853,success
NCT00762996,unknown
NCT00763048,success
NCT00763243,success
NCT00763256,success
NCT00763269,success
NCT00763451,success
NCT00763698,unknown
NCT00763815,success
NCT00763919,success
NCT00763971,success
NCT00764478,success
NCT00764660,fail
NCT00764751,success
NCT00764868,success
NCT00765193,success
NCT00765648,success
NCT00765817,success
NCT00765843,fail
NCT00765882,success
NCT00765895,fail
NCT00766051,success
NCT00766090,success
NCT00766467,fail
NCT00766493,success
NCT00766506,success
NCT00766727,unknown
NCT00767000,success
NCT00767039,success
NCT00767325,unknown
NCT00767520,fail
NCT00767572,success
NCT00767806,success
NCT00767819,fail
NCT00768053,success
NCT00768079,fail
NCT00768261,fail
NCT00768300,success
NCT00768521,success
NCT00768560,unknown
NCT00768651,success
NCT00768716,success
NCT00768755,fail
NCT00769015,fail
NCT00769067,success
NCT00769132,unknown
NCT00769314,success
NCT00769392,fail
NCT00769704,success
NCT00770029,success
NCT00770146,success
NCT00770211,success
NCT00770315,success
NCT00770328,success
NCT00770367,fail
NCT00770432,fail
NCT00770562,success
NCT00770653,success
NCT00770809,fail
NCT00770861,success
NCT00770874,fail
NCT00770991,success
NCT00771173,fail
NCT00771264,success
NCT00771537,success
NCT00771667,success
NCT00771914,success
NCT00772005,fail
NCT00772031,fail
NCT00772538,success
NCT00772590,success
NCT00772603,success
NCT00772941,success
NCT00772967,success
NCT00773175,success
NCT00773279,unknown
NCT00773370,success
NCT00773461,success
NCT00773513,success
NCT00773734,success
NCT00773747,success
NCT00773838,fail
NCT00774345,fail
NCT00774397,success
NCT00774579,fail
NCT00774800,success
NCT00774852,fail
NCT00774930,success
NCT00775021,unknown
NCT00775203,success
NCT00775268,success
NCT00775463,fail
NCT00775645,fail
NCT00775658,fail
NCT00775684,success
NCT00775983,unknown
NCT00776035,success
NCT00776919,success
NCT00776984,success
NCT00777023,success
NCT00777088,success
NCT00777101,fail
NCT00777205,success
NCT00777491,unknown
NCT00777608,fail
NCT00777803,unknown
NCT00778102,fail
NCT00778258,fail
NCT00778336,success
NCT00778622,success
NCT00778648,success
NCT00778700,success
NCT00778830,unknown
NCT00778869,success
NCT00779116,success
NCT00779246,success
NCT00779324,fail
NCT00779402,fail
NCT00779870,fail
NCT00780026,fail
NCT00780234,fail
NCT00780338,fail
NCT00780403,success
NCT00780572,fail
NCT00780741,fail
NCT00780962,fail
NCT00781079,fail
NCT00781391,success
NCT00781456,fail
NCT00781768,success
NCT00781859,success
NCT00781937,success
NCT00781963,success
NCT00782067,success
NCT00782184,success
NCT00782210,success
NCT00782275,fail
NCT00782288,success
NCT00782340,success
NCT00782418,success
NCT00782509,success
NCT00783094,fail
NCT00783198,success
NCT00783224,success
NCT00783263,success
NCT00783692,success
NCT00783705,fail
NCT00783718,success
NCT00784095,success
NCT00784134,success
NCT00784225,fail
NCT00784277,success
NCT00784550,success
NCT00784563,success
NCT00784654,success
NCT00784693,unknown
NCT00784784,fail
NCT00784810,success
NCT00785044,success
NCT00785291,success
NCT00785785,success
NCT00785928,success
NCT00786188,success
NCT00786487,success
NCT00786799,fail
NCT00786864,success
NCT00786994,fail
NCT00787189,success
NCT00787254,success
NCT00787800,fail
NCT00787930,success
NCT00788073,success
NCT00788593,fail
NCT00788697,success
NCT00788710,success
NCT00789035,success
NCT00789074,fail
NCT00789191,success
NCT00789321,success
NCT00789360,unknown
NCT00789373,success
NCT00789672,unknown
NCT00789698,unknown
NCT00789724,success
NCT00789737,success
NCT00789750,success
NCT00789802,success
NCT00789815,success
NCT00789854,success
NCT00789867,success
NCT00789880,fail
NCT00790023,success
NCT00790036,fail
NCT00790062,fail
NCT00790192,success
NCT00790205,success
NCT00790335,fail
NCT00790400,success
NCT00790842,unknown
NCT00790907,fail
NCT00791219,success
NCT00791258,unknown
NCT00791479,success
NCT00791648,fail
NCT00791765,success
NCT00791778,fail
NCT00791817,unknown
NCT00791921,success
NCT00791973,fail
NCT00791999,success
NCT00792116,success
NCT00792298,success
NCT00792610,success
NCT00792636,unknown
NCT00792688,success
NCT00792922,fail
NCT00792935,fail
NCT00793325,success
NCT00793455,success
NCT00793611,fail
NCT00793624,success
NCT00794040,success
NCT00794664,success
NCT00794677,success
NCT00795145,unknown
NCT00795210,success
NCT00795535,fail
NCT00795600,fail
NCT00795639,success
NCT00795704,fail
NCT00795769,success
NCT00795821,success
NCT00796003,success
NCT00796224,unknown
NCT00796367,success
NCT00796445,fail
NCT00796614,fail
NCT00796653,success
NCT00796666,fail
NCT00796822,fail
NCT00796926,success
NCT00796991,unknown
NCT00797108,unknown
NCT00797225,success
NCT00797277,success
NCT00797797,success
NCT00797966,success
NCT00798161,success
NCT00798174,fail
NCT00798317,success
NCT00798434,success
NCT00798694,success
NCT00798707,success
NCT00798967,success
NCT00799266,success
NCT00799409,success
NCT00799487,success
NCT00799617,success
NCT00799708,fail
NCT00799903,fail
NCT00799981,fail
NCT00800254,success
NCT00800683,success
NCT00801632,unknown
NCT00801684,success
NCT00801983,success
NCT00802204,success
NCT00802438,success
NCT00802464,unknown
NCT00802529,fail
NCT00802672,unknown
NCT00802685,fail
NCT00802737,unknown
NCT00802841,fail
NCT00802997,success
NCT00803101,unknown
NCT00803114,success
NCT00803205,fail
NCT00803244,fail
NCT00803270,fail
NCT00803361,success
NCT00803400,success
NCT00803452,success
NCT00803595,success
NCT00803712,success
NCT00803738,unknown
NCT00803751,success
NCT00803790,unknown
NCT00803959,unknown
NCT00804193,unknown
NCT00804570,fail
NCT00804687,success
NCT00804843,fail
NCT00804856,fail
NCT00804908,fail
NCT00804986,success
NCT00805194,success
NCT00805207,fail
NCT00805740,unknown
NCT00805870,success
NCT00805935,fail
NCT00806026,success
NCT00806195,unknown
NCT00806260,unknown
NCT00806286,success
NCT00806351,unknown
NCT00806403,success
NCT00806416,unknown
NCT00806585,success
NCT00806624,unknown
NCT00806819,success
NCT00806988,fail
NCT00807014,success
NCT00807040,fail
NCT00807092,unknown
NCT00807144,fail
NCT00807248,fail
NCT00807742,success
NCT00807846,fail
NCT00807911,success
NCT00808028,success
NCT00808067,success
NCT00808132,success
NCT00808340,unknown
NCT00808470,fail
NCT00808639,unknown
NCT00808665,fail
NCT00809094,fail
NCT00809146,success
NCT00809354,success
NCT00809445,success
NCT00809523,success
NCT00809757,unknown
NCT00809926,fail
NCT00809965,success
NCT00810043,fail
NCT00810069,fail
NCT00810108,success
NCT00810199,fail
NCT00810264,success
NCT00810303,success
NCT00810368,success
NCT00810407,success
NCT00810602,unknown
NCT00810615,success
NCT00810693,success
NCT00810732,success
NCT00810888,success
NCT00811187,success
NCT00811252,success
NCT00811382,fail
NCT00811577,fail
NCT00811720,success
NCT00811733,unknown
NCT00811928,unknown
NCT00811941,fail
NCT00811954,unknown
NCT00812006,success
NCT00812214,fail
NCT00812461,success
NCT00812812,fail
NCT00812838,fail
NCT00812877,success
NCT00812929,unknown
NCT00812981,unknown
NCT00813150,fail
NCT00813293,fail
NCT00813319,success
NCT00813358,unknown
NCT00813488,success
NCT00813709,success
NCT00813917,fail
NCT00813943,success
NCT00813995,success
NCT00814138,fail
NCT00814307,success
NCT00814320,success
NCT00814580,fail
NCT00814775,fail
NCT00814801,success
NCT00815191,success
NCT00815776,success
NCT00816023,fail
NCT00816556,fail
NCT00816829,success
NCT00817063,success
NCT00817336,success
NCT00817843,fail
NCT00818207,success
NCT00818246,success
NCT00818324,success
NCT00818363,fail
NCT00818454,success
NCT00818623,success
NCT00818662,fail
NCT00818753,unknown
NCT00818766,fail
NCT00818883,success
NCT00819052,unknown
NCT00819091,success
NCT00819156,unknown
NCT00819234,success
NCT00819286,success
NCT00819390,fail
NCT00819507,success
NCT00819741,unknown
NCT00819780,fail
NCT00820027,success
NCT00820222,fail
NCT00820248,fail
NCT00820573,success
NCT00820664,success
NCT00821119,success
NCT00821509,success
NCT00821587,success
NCT00821678,success
NCT00822172,fail
NCT00822328,success
NCT00822510,success
NCT00822523,fail
NCT00822900,fail
NCT00823043,success
NCT00823082,success
NCT00823134,success
NCT00823212,success
NCT00823264,success
NCT00823303,fail
NCT00823719,unknown
NCT00823823,fail
NCT00823836,fail
NCT00823901,fail
NCT00824005,fail
NCT00824265,success
NCT00824291,success
NCT00824382,success
NCT00824408,success
NCT00824473,success
NCT00824512,fail
NCT00824564,fail
NCT00824616,fail
NCT00824850,unknown
NCT00825305,unknown
NCT00825786,fail
NCT00825812,unknown
NCT00825825,success
NCT00825916,fail
NCT00826007,success
NCT00826111,fail
NCT00826176,unknown
NCT00826202,success
NCT00826280,success
NCT00826514,unknown
NCT00826618,success
NCT00826943,fail
NCT00827242,success
NCT00827372,fail
NCT00827918,fail
NCT00827931,fail
NCT00827983,fail
NCT00828061,success
NCT00828139,unknown
NCT00828178,fail
NCT00828191,fail
NCT00828321,unknown
NCT00828347,success
NCT00828516,success
NCT00828568,success
NCT00828711,fail
NCT00829166,success
NCT00829179,success
NCT00829244,success
NCT00829309,unknown
NCT00829387,fail
NCT00829413,success
NCT00829426,unknown
NCT00829452,unknown
NCT00829504,unknown
NCT00829530,unknown
NCT00829621,fail
NCT00829673,unknown
NCT00829712,unknown
NCT00829764,unknown
NCT00829790,unknown
NCT00829868,unknown
NCT00829933,fail
NCT00829985,success
NCT00829998,unknown
NCT00830024,unknown
NCT00830037,fail
NCT00830063,success
NCT00830167,success
NCT00830206,unknown
NCT00830219,unknown
NCT00830258,unknown
NCT00830310,success
NCT00830336,unknown
NCT00830791,success
NCT00830960,success
NCT00831233,success
NCT00831272,fail
NCT00831389,fail
NCT00831441,success
NCT00831779,success
NCT00832000,success
NCT00832377,success
NCT00832455,success
NCT00832650,unknown
NCT00833027,success
NCT00833040,success
NCT00833105,success
NCT00833248,fail
NCT00833521,unknown
NCT00833560,success
NCT00833586,unknown
NCT00833638,success
NCT00833664,unknown
NCT00833755,success
NCT00833833,unknown
NCT00833898,success
NCT00833924,success
NCT00833937,unknown
NCT00834067,unknown
NCT00834106,success
NCT00834132,unknown
NCT00834197,unknown
NCT00834249,unknown
NCT00834275,unknown
NCT00834340,unknown
NCT00834405,unknown
NCT00834418,unknown
NCT00834431,unknown
NCT00834444,unknown
NCT00834522,unknown
NCT00834535,unknown
NCT00834561,unknown
NCT00834574,unknown
NCT00834587,unknown
NCT00834613,unknown
NCT00834639,unknown
NCT00834652,success
NCT00834717,unknown
NCT00834743,unknown
NCT00834756,unknown
NCT00834795,unknown
NCT00834873,unknown
NCT00834964,unknown
NCT00834977,unknown
NCT00834990,unknown
NCT00835003,fail
NCT00835042,unknown
NCT00835081,unknown
NCT00835146,unknown
NCT00835172,unknown
NCT00835211,unknown
NCT00835263,unknown
NCT00835276,unknown
NCT00835354,unknown
NCT00835367,unknown
NCT00835380,unknown
NCT00835406,unknown
NCT00835484,unknown
NCT00835497,unknown
NCT00835510,success
NCT00835536,unknown
NCT00835549,unknown
NCT00835575,unknown
NCT00835588,unknown
NCT00835614,unknown
NCT00835640,unknown
NCT00835666,unknown
NCT00835692,unknown
NCT00835705,unknown
NCT00835796,unknown
NCT00835978,success
NCT00835991,unknown
NCT00836004,unknown
NCT00836056,unknown
NCT00836342,fail
NCT00836472,unknown
NCT00836589,success
NCT00836693,success
NCT00836706,unknown
NCT00836758,success
NCT00836810,success
NCT00836901,unknown
NCT00837369,success
NCT00837434,fail
NCT00837486,fail
NCT00837577,success
NCT00838136,unknown
NCT00838279,unknown
NCT00838383,fail
NCT00838435,unknown
NCT00838513,unknown
NCT00838630,unknown
NCT00838682,success
NCT00838903,success
NCT00838916,success
NCT00839072,unknown
NCT00839098,success
NCT00839254,success
NCT00839319,success
NCT00839332,unknown
NCT00839423,success
NCT00839527,success
NCT00839930,unknown
NCT00839982,success
NCT00840073,unknown
NCT00840099,unknown
NCT00840203,unknown
NCT00840216,unknown
NCT00840281,unknown
NCT00840294,fail
NCT00840411,unknown
NCT00840476,unknown
NCT00840632,unknown
NCT00840801,success
NCT00840840,unknown
NCT00840866,unknown
NCT00840879,unknown
NCT00840996,success
NCT00841321,success
NCT00841412,success
NCT00841542,unknown
NCT00841659,unknown
NCT00841698,unknown
NCT00841789,fail
NCT00841815,unknown
NCT00841906,success
NCT00842153,success
NCT00842530,unknown
NCT00842712,fail
NCT00842829,unknown
NCT00843024,success
NCT00843115,success
NCT00843180,fail
NCT00843193,success
NCT00843284,success
NCT00843479,success
NCT00843492,success
NCT00843856,fail
NCT00843882,success
NCT00844194,success
NCT00844376,unknown
NCT00844428,unknown
NCT00844480,success
NCT00844519,fail
NCT00844545,success
NCT00844649,success
NCT00844753,fail
NCT00844831,fail
NCT00844844,success
NCT00844857,success
NCT00845026,fail
NCT00845182,success
NCT00845663,unknown
NCT00846365,success
NCT00846742,success
NCT00846768,success
NCT00846885,unknown
NCT00847197,success
NCT00847210,fail
NCT00847288,success
NCT00847405,unknown
NCT00847587,success
NCT00847613,success
NCT00847626,success
NCT00847912,fail
NCT00848081,fail
NCT00848172,fail
NCT00848185,success
NCT00848198,unknown
NCT00848211,success
NCT00848250,success
NCT00848354,success
NCT00848484,fail
NCT00848536,unknown
NCT00848965,unknown
